Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Observation Table for January 1 1990 to March 1 2025,,,,,,,,,,,,,,,,,,,,,,,,,
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
,deg,deg,ft,,,,Degrees C,,Degrees C,Degrees C,,Degrees C,,Degrees C,Degrees C,,Degrees C,,Degrees C,Degrees C,mm,,mm,%,
Streeter,46.71797,-99.46081,1944,2017,10,21,16.81,,10.928,5.882,,3.348,,-0.85,4.198,,10.079,,5.039,5.04,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,10,22,16.75,,10.606,6.144,,-0.679,,-1.083,0.404,,8.036,,4.761,3.274,0,,1.016,92,
Streeter,46.71797,-99.46081,1944,2017,10,23,11.63,,10.317,1.313,,2.13,,-1.361,3.491,,6.88,,4.478,2.402,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,10,24,12.26,,9.994,2.266,,-1.442,,-1.639,0.197,,5.409,,4.178,1.231,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,10,25,17.39,,9.661,7.729,,2.875,,-1.872,4.747,,10.133,,3.894,6.238,0,,1.016,92,
Streeter,46.71797,-99.46081,1944,2017,10,26,13.38,,9.383,3.997,,-3.896,,-2.139,-1.757,,4.742,,3.622,1.12,0,,1.016,92,
Streeter,46.71797,-99.46081,1944,2017,10,27,4.664,,9.05,-4.386,,-8.03,,-2.372,-5.658,,-1.683,,3.339,-5.022,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,10,28,8.09,,8.728,-0.638,,-9.1,,-2.65,-6.45,,-0.505,,3.039,-3.544,0,,1.016,92,
Streeter,46.71797,-99.46081,1944,2017,10,29,9.43,,8.439,0.991,,-1.072,,-2.872,1.8,,4.179,,2.783,1.396,0.787,,1.016,92,
Streeter,46.71797,-99.46081,1944,2017,10,30,-0.407,,8.117,-8.524,,-10.88,,-3.15,-7.73,,-5.643,,2.483,-8.127,0,,0.762,92,
Streeter,46.71797,-99.46081,1944,2017,10,31,3.62,,7.789,-4.169,,-9.92,,-3.372,-6.548,,-3.15,,2.211,-5.361,0,,1.016,92,
Streeter,46.71797,-99.46081,1944,2017,11,01,2.696,,7.511,-4.815,,-1.594,,-3.639,2.045,,0.551,,1.933,-1.382,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2017,11,02,0.353,,7.178,-6.825,,-6.816,,-3.872,-2.944,,-3.232,,1.656,-4.887,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2017,11,03,-3.04,,6.9,-9.94,,-7.149,,-4.139,-3.01,,-5.094,,1.378,-6.472,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,04,0.02,,6.578,-6.558,,-6.056,,-4.361,-1.695,,-3.018,,1.111,-4.129,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2017,11,05,-5.39,,6.3,-11.69,,-13.63,,-4.583,-9.047,,-9.51,,0.861,-10.371,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2017,11,06,-4.407,,5.978,-10.385,,-14.19,,-4.861,-9.329,,-9.298,,0.556,-9.854,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,07,-2.14,,5.7,-7.84,,-16.69,,-5.089,-11.601,,-9.415,,0.306,-9.721,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2017,11,08,-6.357,,5.372,-11.729,,-15.71,,-5.356,-10.354,,-11.033,,0.011,-11.044,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,09,-9.33,,5.094,-14.424,,-17.21,,-5.578,-11.632,,-13.27,,-0.239,-13.031,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2017,11,10,-3.729,,4.817,-8.546,,-11.17,,-5.8,-5.37,,-7.449,,-0.489,-6.961,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,11,-1.111,,4.494,-5.606,,-11.75,,-6.067,-5.683,,-6.431,,-0.783,-5.647,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,12,5.94,,4.217,1.723,,-10.83,,-6.289,-4.541,,-2.445,,-1.033,-1.412,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,13,8.33,,3.939,4.391,,-1.938,,-6.511,4.573,,3.196,,-1.283,4.479,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,14,10.1,,3.661,6.439,,-2.52,,-6.733,4.213,,3.79,,-1.539,5.329,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,15,-1.761,,3.328,-5.089,,-9.67,,-7,-2.67,,-5.716,,-1.833,-3.882,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,16,2.771,,3.05,-0.279,,-9.81,,-7.217,-2.593,,-3.519,,-2.083,-1.436,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2017,11,17,0.368,,2.772,-2.404,,-9.2,,-7.439,-1.761,,-4.416,,-2.333,-2.083,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,18,-3.872,,2.494,-6.367,,-10.56,,-7.661,-2.899,,-7.216,,-2.583,-4.633,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,19,7.1,,2.211,4.889,,-9.27,,-7.883,-1.387,,-1.085,,-2.839,1.754,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,20,11.98,,1.933,10.047,,-10.25,,-8.15,-2.1,,0.865,,-3.111,3.976,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2017,11,21,-7.98,,1.656,-9.636,,-16.35,,-8.372,-7.978,,-12.165,,-3.361,-8.804,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,22,8.55,,1.378,7.172,,-16.64,,-8.594,-8.046,,-4.045,,-3.611,-0.434,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,23,17.24,,1.1,16.14,,-8.25,,-8.817,0.567,,4.495,,-3.861,8.356,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2017,11,24,9.58,,0.822,8.758,,-0.745,,-9.028,8.283,,4.418,,-4.106,8.523,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,25,6.747,,0.544,6.203,,-6.982,,-9.25,2.268,,-0.117,,-4.356,4.238,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2017,11,26,8.68,,0.311,8.369,,-1.781,,-9.472,7.691,,3.449,,-4.578,8.027,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2017,11,27,13.94,,0.033,13.907,,1.136,,-9.694,10.831,,7.538,,-4.833,12.372,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,11,28,6.608,,-0.239,6.847,,-5.699,,-9.917,4.218,,0.454,,-5.078,5.532,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2017,11,29,11.38,,-0.522,11.902,,-4.701,,-10.139,5.438,,3.339,,-5.328,8.667,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2017,11,30,7.103,,-0.75,7.853,,-5.414,,-10.361,4.947,,0.844,,-5.556,6.4,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,01,8.31,,-1.028,9.338,,-5.699,,-10.583,4.884,,1.306,,-5.806,7.111,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,02,10.37,,-1.261,11.631,,-6.305,,-10.806,4.501,,2.033,,-6.033,8.066,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,03,6.469,,-1.539,8.008,,-4.454,,-10.983,6.529,,1.008,,-6.261,7.269,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2017,12,04,-2.306,,-1.761,-0.545,,-11.5,,-11.2,-0.3,,-6.903,,-6.478,-0.425,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,05,-6.471,,-1.994,-4.477,,-14.57,,-11.417,-3.153,,-10.521,,-6.706,-3.815,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,06,-7.68,,-2.267,-5.413,,-18.83,,-11.633,-7.197,,-13.255,,-6.95,-6.305,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,07,-2.779,,-2.489,-0.29,,-19.1,,-11.856,-7.244,,-10.939,,-7.172,-3.767,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,08,1.173,,-2.722,3.895,,-8.16,,-12.033,3.873,,-3.493,,-7.378,3.884,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,09,1.293,,-2.944,4.237,,-14.35,,-12.256,-2.094,,-6.528,,-7.6,1.072,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2017,12,10,3.91,,-3.167,7.077,,-4.299,,-12.478,8.179,,-0.194,,-7.822,7.628,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,11,4.195,,-3.389,7.584,,-11.22,,-12.65,1.43,,-3.512,,-8.022,4.51,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,12,6.365,,-3.611,9.976,,-7.862,,-12.867,5.004,,-0.748,,-8.239,7.491,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,13,5.21,,-3.833,9.043,,-1.95,,-13.039,11.089,,1.63,,-8.433,10.063,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,14,-0.145,,-4.056,3.911,,-3.077,,-13.261,10.184,,-1.611,,-8.661,7.05,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2017,12,15,3.728,,-4.228,7.956,,-3.445,,-13.439,9.994,,0.142,,-8.833,8.975,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,16,3.792,,-4.444,8.237,,-4.196,,-13.65,9.454,,-0.202,,-9.05,8.848,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,17,3.326,,-4.617,7.943,,-7.967,,-13.828,5.861,,-2.321,,-9.222,6.902,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,18,5.4,,-4.783,10.183,,-3.254,,-13.994,10.741,,1.073,,-9.389,10.462,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,19,-0.146,,-5,4.854,,-6.887,,-14.217,7.329,,-3.517,,-9.606,6.089,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,20,-5.509,,-5.167,-0.342,,-14.28,,-14.378,0.098,,-9.894,,-9.772,-0.122,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,21,-12.8,,-5.328,-7.472,,-19.66,,-14.544,-5.116,,-16.23,,-9.933,-6.297,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,22,-7.49,,-5.489,-2.001,,-15.61,,-14.711,-0.899,,-11.55,,-10.1,-1.45,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,23,-7.78,,-5.656,-2.124,,-18.53,,-14.889,-3.641,,-13.155,,-10.272,-2.883,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,24,-9.66,,-5.767,-3.893,,-22.46,,-15.056,-7.404,,-16.06,,-10.411,-5.649,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,25,-21.95,,-5.933,-16.017,,-27.7,,-15.222,-12.478,,-24.825,,-10.578,-14.247,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,26,-20.96,,-6.044,-14.916,,-29.07,,-15.389,-13.681,,-25.015,,-10.717,-14.298,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,27,-14.21,,-6.2,-8.01,,-30.16,,-15.544,-14.616,,-22.185,,-10.872,-11.313,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,28,-14,,-6.3,-7.7,,-23.59,,-15.711,-7.879,,-18.795,,-11.006,-7.789,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,29,-18.45,,-6.411,-12.039,,-28.7,,-15.878,-12.822,,-23.575,,-11.144,-12.431,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,30,-27.8,,-6.522,-21.278,,-32.25,,-15.989,-16.261,,-30.025,,-11.256,-18.769,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2017,12,31,-24.13,,-6.622,-17.508,,-33.57,,-16.156,-17.414,,-28.85,,-11.389,-17.461,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,01,-21.35,,-6.728,-14.622,,-32.4,,-16.267,-16.133,,-26.875,,-11.5,-15.375,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,02,-7.346,,-6.828,-0.518,,-24.35,,-16.428,-7.922,,-15.848,,-11.628,-4.22,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,03,-14.75,,-6.883,-7.867,,-24.49,,-16.539,-7.951,,-19.62,,-11.711,-7.909,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,04,-13.14,,-6.983,-6.157,,-17.92,,-16.65,-1.27,,-15.53,,-11.817,-3.713,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,05,-13.14,,-7.039,-6.101,,-18.39,,-16.761,-1.629,,-15.765,,-11.9,-3.865,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,06,-5.401,,-7.094,1.693,,-16.16,,-16.872,0.712,,-10.781,,-11.983,1.203,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,07,1.256,,-7.15,8.406,,-7.207,,-16.983,9.776,,-2.976,,-12.067,9.091,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,08,0.241,,-7.2,7.441,,-10.45,,-17.083,6.633,,-5.104,,-12.144,7.04,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,09,4.214,,-7.244,11.458,,-6.174,,-17.194,11.021,,-0.98,,-12.217,11.237,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,10,-0.025,,-7.3,7.275,,-18.25,,-17.3,-0.95,,-9.137,,-12.3,3.163,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,11,-17.77,,-7.3,-10.47,,-28.75,,-17.356,-11.394,,-23.26,,-12.328,-10.932,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,12,-22.05,,-7.35,-14.7,,-31.11,,-17.456,-13.654,,-26.58,,-12.406,-14.174,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,13,-14.73,,-7.35,-7.38,,-32.34,,-17.511,-14.829,,-23.535,,-12.433,-11.102,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,14,-7.908,,-7.394,-0.513,,-22.93,,-17.567,-5.363,,-15.419,,-12.478,-2.941,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,15,-22.41,,-7.406,-15.004,,-28.66,,-17.622,-11.038,,-25.535,,-12.511,-13.024,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,16,-13.45,,-7.394,-6.056,,-30.8,,-17.678,-13.122,,-22.125,,-12.533,-9.592,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,17,1.442,,-7.394,8.837,,-15.64,,-17.728,2.088,,-7.099,,-12.561,5.462,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,18,3.558,,-7.394,10.952,,-8.24,,-17.783,9.543,,-2.341,,-12.589,10.248,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,19,4.213,,-7.394,11.607,,-4.749,,-17.783,13.034,,-0.268,,-12.589,12.321,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,20,3.266,,-7.394,10.661,,-4.464,,-17.783,13.319,,-0.599,,-12.589,11.99,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,21,-2.875,,-7.339,4.464,,-11.34,,-17.828,6.488,,-7.107,,-12.583,5.476,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,22,-5.604,,-7.339,1.735,,-8.44,,-17.833,9.393,,-7.022,,-12.589,5.567,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,23,-4.109,,-7.294,3.186,,-10.89,,-17.833,6.943,,-7.499,,-12.567,5.067,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,24,0.98,,-7.239,8.219,,-13.23,,-17.833,4.603,,-6.125,,-12.539,6.414,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,25,1.729,,-7.239,8.968,,-7.398,,-17.778,10.38,,-2.834,,-12.511,9.677,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,26,1.089,,-7.183,8.272,,-9.28,,-17.778,8.498,,-4.096,,-12.478,8.382,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,27,-7.931,,-7.128,-0.803,,-16.73,,-17.722,0.992,,-12.331,,-12.422,0.092,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,28,-14.59,,-7.083,-7.507,,-24.11,,-17.711,-6.399,,-19.35,,-12.394,-6.956,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,29,-8.17,,-7.028,-1.142,,-21.65,,-17.656,-3.994,,-14.91,,-12.339,-2.571,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,01,30,5.049,,-6.922,11.971,,-10.78,,-17.6,6.82,,-2.866,,-12.261,9.396,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,01,31,-3.494,,-6.867,3.373,,-19.67,,-17.5,-2.17,,-11.582,,-12.183,0.602,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,01,-17.33,,-6.811,-10.519,,-24.39,,-17.444,-6.946,,-20.86,,-12.128,-8.732,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,02,-4.679,,-6.711,2.032,,-22.31,,-17.378,-4.932,,-13.494,,-12.044,-1.45,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,03,-12.4,,-6.656,-5.744,,-22.4,,-17.278,-5.122,,-17.4,,-11.967,-5.433,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,04,-17.78,,-6.556,-11.224,,-27.46,,-17.167,-10.293,,-22.62,,-11.861,-10.759,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,05,-17.04,,-6.444,-10.596,,-24.01,,-17.056,-6.954,,-20.525,,-11.75,-8.775,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,06,-12.12,,-6.339,-5.781,,-27.61,,-16.944,-10.666,,-19.865,,-11.644,-8.221,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,07,-12.97,,-6.228,-6.742,,-27.42,,-16.833,-10.587,,-20.195,,-11.533,-8.662,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,08,-17.49,,-6.117,-11.373,,-25.2,,-16.667,-8.533,,-21.345,,-11.394,-9.951,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,09,-17.84,,-6.017,-11.823,,-26.56,,-16.556,-10.004,,-22.2,,-11.283,-10.917,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,10,-14.11,,-5.856,-8.254,,-25.77,,-16.389,-9.381,,-19.94,,-11.122,-8.818,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,11,-11,,-5.739,-5.261,,-24.68,,-16.222,-8.458,,-17.84,,-10.978,-6.862,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,12,-13.51,,-5.578,-7.932,,-29.04,,-16.1,-12.94,,-21.275,,-10.839,-10.436,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,13,-5.428,,-5.467,0.039,,-13.85,,-15.933,2.083,,-9.639,,-10.7,1.061,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,14,4.641,,-5.3,9.941,,-9.14,,-15.722,6.582,,-2.249,,-10.511,8.262,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,15,0.424,,-5.144,5.568,,-20.23,,-15.556,-4.674,,-9.903,,-10.35,0.447,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,16,-4.584,,-4.978,0.394,,-22.59,,-15.378,-7.212,,-13.587,,-10.178,-3.409,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,17,-5.582,,-4.811,-0.771,,-13.52,,-15.167,1.647,,-9.551,,-9.989,0.438,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,18,-9.64,,-4.633,-5.007,,-15.03,,-14.989,-0.041,,-12.335,,-9.811,-2.524,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,19,-14.65,,-4.467,-10.183,,-18.53,,-14.767,-3.763,,-16.59,,-9.617,-6.973,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,20,-13.54,,-4.256,-9.284,,-21.65,,-14.544,-7.106,,-17.595,,-9.4,-8.195,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,21,-10.87,,-4.078,-6.792,,-25.52,,-14.322,-11.198,,-18.195,,-9.2,-8.995,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,22,-5.547,,-3.856,-1.692,,-21.08,,-14.089,-6.991,,-13.313,,-8.972,-4.341,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,23,-7.815,,-3.633,-4.182,,-18.72,,-13.867,-4.853,,-13.267,,-8.75,-4.517,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,24,-5.708,,-3.411,-2.297,,-18.82,,-13.644,-5.176,,-12.264,,-8.528,-3.736,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,25,-2.946,,-3.189,0.243,,-15.97,,-13.411,-2.559,,-9.458,,-8.3,-1.158,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,26,1.606,,-2.956,4.562,,-10.21,,-13.183,2.973,,-4.302,,-8.067,3.765,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,02,27,-1.692,,-2.733,1.041,,-15.6,,-12.911,-2.689,,-8.646,,-7.822,-0.824,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,02,28,0.492,,-2.5,2.992,,-15.16,,-12.683,-2.477,,-7.334,,-7.589,0.255,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,01,-0.043,,-2.222,2.179,,-14.13,,-12.406,-1.724,,-7.086,,-7.311,0.225,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,02,2.19,,-1.994,4.184,,-6.826,,-12.172,5.346,,-2.318,,-7.083,4.766,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,03,2.282,,-1.717,3.999,,-5.462,,-11.894,6.432,,-1.59,,-6.806,5.216,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,04,0.899,,-1.439,2.338,,-1.603,,-11.661,10.058,,-0.352,,-6.55,6.198,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,05,0.614,,-1.194,1.808,,-4.328,,-11.383,7.056,,-1.857,,-6.289,4.432,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,06,-3.552,,-0.922,-2.63,,-8.39,,-11.156,2.766,,-5.971,,-6.039,0.068,,M,0.254,,M
Streeter,46.71797,-99.46081,1944,2018,03,07,-8.06,,-0.633,-7.427,,-18.15,,-10.878,-7.272,,-13.105,,-5.756,-7.349,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,08,-7.034,,-0.356,-6.678,,-21.45,,-10.644,-10.806,,-14.242,,-5.5,-8.742,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,09,-5.129,,-0.067,-5.062,,-15.54,,-10.367,-5.173,,-10.334,,-5.217,-5.118,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,10,-3.323,,0.267,-3.589,,-5.414,,-10.089,4.675,,-4.368,,-4.911,0.543,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,11,-3.472,,0.539,-4.011,,-11.36,,-9.856,-1.504,,-7.416,,-4.661,-2.755,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,12,-1.433,,0.828,-2.261,,-15.64,,-9.578,-6.062,,-8.536,,-4.378,-4.158,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,13,-0.458,,1.117,-1.574,,-19.39,,-9.35,-10.04,,-9.924,,-4.117,-5.807,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,14,0.085,,1.45,-1.365,,-9.64,,-9.072,-0.568,,-4.777,,-3.811,-0.966,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,15,-2.708,,1.733,-4.441,,-11.54,,-8.839,-2.701,,-7.124,,-3.556,-3.568,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,16,-1.903,,2.067,-3.969,,-10.12,,-8.572,-1.548,,-6.011,,-3.256,-2.756,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2018,03,17,0.21,,2.356,-2.146,,-14.33,,-8.339,-5.991,,-7.06,,-2.989,-4.071,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,18,1.265,,2.689,-1.424,,-3.538,,-8.061,4.523,,-1.136,,-2.689,1.553,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,19,-0.985,,2.972,-3.957,,-3.632,,-7.839,4.207,,-2.308,,-2.433,0.125,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2018,03,20,-2.715,,3.294,-6.009,,-4.464,,-7.561,3.097,,-3.589,,-2.133,-1.456,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,21,2.695,,3.583,-0.888,,-4.559,,-7.339,2.78,,-0.932,,-1.878,0.946,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2018,03,22,1.427,,3.917,-2.489,,-7.778,,-7.117,-0.661,,-3.175,,-1.6,-1.575,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,23,-0.132,,4.25,-4.382,,-2.922,,-6.844,3.922,,-1.527,,-1.3,-0.227,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2018,03,24,-0.524,,4.528,-5.052,,-3.064,,-6.617,3.553,,-1.794,,-1.044,-0.749,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2018,03,25,-0.051,,4.861,-4.912,,-2.304,,-6.394,4.091,,-1.177,,-0.767,-0.411,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,26,0.37,,5.144,-4.774,,-3.824,,-6.172,2.348,,-1.727,,-0.517,-1.21,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2018,03,27,4.439,,5.472,-1.033,,-6.079,,-5.961,-0.118,,-0.82,,-0.244,-0.576,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,28,4.128,,5.756,-1.628,,-10.01,,-5.694,-4.316,,-2.941,,0.028,-2.969,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2018,03,29,1.473,,6.083,-4.611,,-12.9,,-5.472,-7.428,,-5.713,,0.306,-6.019,,M,0.508,,M
Streeter,46.71797,-99.46081,1944,2018,03,30,-5.135,,6.406,-11.541,,-13.68,,-5.261,-8.419,,-9.407,,0.572,-9.979,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2018,03,31,-10.96,,6.689,-17.649,,-19.01,,-5.039,-13.971,,-14.985,,0.822,-15.807,,M,0.762,,M
Streeter,46.71797,-99.46081,1944,2018,04,01,-5.629,,6.967,-12.596,,-16.45,,-4.822,-11.628,,-11.039,,1.072,-12.112,0,,0.762,92,
Streeter,46.71797,-99.46081,1944,2018,04,02,-7.195,,7.294,-14.489,,-11.83,,-4.6,-7.23,,-9.512,,1.344,-10.857,0,,0.508,92,
